"Date","USD/ZAR","GBP/ZAR","EUR/ZAR"
2018-01-01,12.310454,16.640806,14.7787
2018-01-02,12.390942,16.744291,14.884
2018-01-03,12.434303,16.90656,14.9995
2018-01-04,12.360366,16.70207,14.8448
2018-01-05,12.292153,16.663372,14.8354
2018-01-06,12.292153,16.663372,14.8354
2018-01-07,12.292153,16.663372,14.8354
2018-01-08,12.290853,16.686781,14.7945
2018-01-09,12.382874,16.805329,14.8223
2018-01-10,12.340934,16.698616,14.7215
2018-01-11,12.430077,16.796338,14.8614
2018-01-12,12.377761,16.762596,14.9053
2018-01-13,12.377761,16.762596,14.9053
2018-01-14,12.377761,16.762596,14.9053
2018-01-15,12.36893,16.986033,15.0802
2018-01-16,12.298093,16.969182,15.0873
2018-01-17,12.253606,16.90813,15.0364
2018-01-18,12.305811,17.016684,14.9934
2018-01-19,12.125276,16.847621,14.8377
2018-01-20,12.125276,16.847621,14.8377
2018-01-21,12.125276,16.847621,14.8377
2018-01-22,12.078982,16.780775,14.804
2018-01-23,12.052954,16.853508,14.7721
2018-01-24,12.023964,16.850524,14.8015
2018-01-25,11.884109,16.898784,14.7256
2018-01-26,11.914784,16.860569,14.7648
2018-01-27,11.914784,16.860569,14.7648
2018-01-28,11.914784,16.860569,14.7648
2018-01-29,11.860798,16.783104,14.7406
2018-01-30,11.946693,16.815825,14.7912
2018-01-31,11.966398,16.940794,14.8503
2018-02-01,11.847975,16.829464,14.714
2018-02-02,11.842606,16.896784,14.8151
2018-02-03,11.842606,16.896784,14.8151
2018-02-04,11.842606,16.896784,14.8151
2018-02-05,12.05672,17.014739,15.007
2018-02-06,12.110365,16.88815,14.9781
2018-02-07,11.939262,16.665163,14.782
2018-02-08,12.057385,16.734925,14.792
2018-02-09,12.143137,16.922823,14.8887
2018-02-10,12.143137,16.922823,14.8887
2018-02-11,12.143137,16.922823,14.8887
2018-02-12,12.019505,16.618709,14.7275
2018-02-13,11.901577,16.488796,14.6437
2018-02-14,11.957585,16.603799,14.7724
2018-02-15,11.71581,16.420573,14.6061
2018-02-16,11.616603,16.38511,14.5254
2018-02-17,11.616603,16.38511,14.5254
2018-02-18,11.616603,16.38511,14.5254
2018-02-19,11.618595,16.304127,14.421
2018-02-20,11.671022,16.331001,14.4709
2018-02-21,11.724929,16.416232,14.4627
2018-02-22,11.672122,16.23706,14.3357
2018-02-23,11.660664,16.271338,14.3741
2018-02-24,11.660664,16.271338,14.3741
2018-02-25,11.660664,16.271338,14.3741
2018-02-26,11.565557,16.155753,14.2106
2018-02-27,11.565037,16.154588,14.2435
2018-02-28,11.709403,16.284512,14.3206
2018-03-01,11.788697,16.215277,14.3716
2018-03-02,11.855757,16.333446,14.5482
2018-03-03,11.855757,16.333446,14.5482
2018-03-04,11.855757,16.333446,14.5482
2018-03-05,11.915388,16.435708,14.6738
2018-03-06,11.826376,16.382439,14.5902
2018-03-07,11.842393,16.462942,14.7047
2018-03-08,11.835602,16.460065,14.6939
2018-03-09,11.90672,16.43886,14.6536
2018-03-10,11.90672,16.43886,14.6536
2018-03-11,11.90672,16.43886,14.6536
2018-03-12,11.808758,16.361324,14.5354
2018-03-13,11.819773,16.440036,14.5856
2018-03-14,11.785587,16.465276,14.6047
2018-03-15,11.771089,16.447894,14.5679
2018-03-16,11.894305,16.584391,14.6407
2018-03-17,11.894305,16.584391,14.6407
2018-03-18,11.894305,16.584391,14.6407
2018-03-19,11.975083,16.698762,14.7066
2018-03-20,12.018076,16.856185,14.8267
2018-03-21,11.952008,16.743197,14.6436
2018-03-22,11.820133,16.718786,14.5955
2018-03-23,11.8714,16.756184,14.6315
2018-03-24,11.8714,16.756184,14.6315
2018-03-25,11.8714,16.756184,14.6315
2018-03-26,11.70293,16.557261,14.4578
2018-03-27,11.63667,16.568522,14.4958
2018-03-28,11.645229,16.509826,14.4494
2018-03-29,11.769131,16.572638,14.4878
2018-03-30,11.828091,16.594937,14.5521
2018-03-31,11.828091,16.594937,14.5521
2018-04-01,11.828091,16.594937,14.5521
2018-04-02,11.833442,16.613499,14.5717
2018-04-03,11.851704,16.648726,14.5693
2018-04-04,11.826207,16.639624,14.5214
2018-04-05,11.870839,16.724802,14.5857
2018-04-06,11.987431,16.79474,14.687
2018-04-07,11.987431,16.79474,14.687
2018-04-08,11.987431,16.79474,14.687
2018-04-09,12.025344,16.945682,14.7563
2018-04-10,12.088297,17.08753,14.8952
2018-04-11,12.035024,17.068831,14.8789
2018-04-12,11.953362,16.959518,14.7887
2018-04-13,12.051419,17.158661,14.8594
2018-04-14,12.051419,17.158661,14.8594
2018-04-15,12.051419,17.158661,14.8594
2018-04-16,12.077435,17.209821,14.8951
2018-04-17,12.045135,17.276086,14.9179
2018-04-18,11.980684,17.129304,14.8237
2018-04-19,11.922692,16.935284,14.7591
2018-04-20,11.967196,16.858398,14.7747
2018-04-21,11.967196,16.858398,14.7747
2018-04-22,11.967196,16.858398,14.7747
2018-04-23,12.091909,16.933364,14.8404
2018-04-24,12.335572,17.194314,15.0605
2018-04-25,12.322278,17.252316,15.0837
2018-04-26,12.44093,17.342075,15.1431
2018-04-27,12.384393,17.240487,14.9975
2018-04-28,12.384393,17.240487,14.9975
2018-04-29,12.384393,17.240487,14.9975
2018-04-30,12.327972,16.981252,14.9452
2018-05-01,12.441106,17.134177,15.0301
2018-05-02,12.668195,17.241743,15.1917
2018-05-03,12.699272,17.238642,15.1769
2018-05-04,12.597965,17.099174,15.1037
2018-05-05,12.597965,17.099174,15.1037
2018-05-06,12.597965,17.099174,15.1037
2018-05-07,12.510749,16.930722,14.9566
2018-05-08,12.529412,17.001251,14.9526
2018-05-09,12.577267,17.047396,14.9267
2018-05-10,12.553051,17.003887,14.8716
2018-05-11,12.303574,16.642152,14.6634
2018-05-12,12.303574,16.642152,14.6634
2018-05-13,12.303574,16.642152,14.6634
2018-05-14,12.251255,16.603583,14.6427
2018-05-15,12.325874,16.717063,14.706
2018-05-16,12.569664,16.969621,14.8586
2018-05-17,12.423035,16.833276,14.6803
2018-05-18,12.602204,17.034495,14.8643
2018-05-19,12.602204,17.034495,14.8643
2018-05-20,12.602204,17.034495,14.8643
2018-05-21,12.760602,17.201741,15.0154
2018-05-22,12.666554,17.015721,14.9364
2018-05-23,12.56417,16.891208,14.8119
2018-05-24,12.453459,16.651062,14.583
2018-05-25,12.423185,16.625228,14.5637
2018-05-26,12.423185,16.625228,14.5637
2018-05-27,12.423185,16.625228,14.5637
2018-05-28,12.479168,16.609998,14.5869
2018-05-29,12.451449,16.577694,14.4773
2018-05-30,12.685588,16.815508,14.6379
2018-05-31,12.525756,16.642524,14.6138
2018-06-01,12.698794,16.877358,14.8487
2018-06-02,12.698794,16.877358,14.8487
2018-06-03,12.698794,16.877358,14.8487
2018-06-04,12.677779,16.93418,14.7937
2018-06-05,12.566105,16.735261,14.7036
2018-06-06,12.746461,17.091481,14.9465
2018-06-07,12.707619,17.062201,14.9772
2018-06-08,12.972531,17.409375,15.3011
2018-06-09,12.972531,17.409375,15.3011
2018-06-10,12.972531,17.409375,15.3011
2018-06-11,13.06373,17.523392,15.3943
2018-06-12,13.156107,17.594275,15.49
2018-06-13,13.303371,17.79235,15.6288
2018-06-14,13.302676,17.809297,15.7078
2018-06-15,13.446097,17.825903,15.5531
2018-06-16,13.446097,17.825903,15.5531
2018-06-17,13.446097,17.825903,15.5531
2018-06-18,13.41635,17.812686,15.5576
2018-06-19,13.655404,18.106019,15.8826
2018-06-20,13.73052,18.090382,15.9123
2018-06-21,13.655842,17.990784,15.8121
2018-06-22,13.582199,17.994863,15.7635
2018-06-23,13.582199,17.994863,15.7635
2018-06-24,13.582199,17.994863,15.7635
2018-06-25,13.404253,17.778321,15.6307
2018-06-26,13.513287,17.946664,15.8146
2018-06-27,13.521373,17.878107,15.7524
2018-06-28,13.858786,18.182777,16.0263
2018-06-29,13.775231,18.012326,15.9283
2018-06-30,13.775231,18.012326,15.9283
2018-07-01,13.775231,18.012326,15.9283
2018-07-02,13.713588,18.113662,16.0161
2018-07-03,13.83843,18.191847,16.1107
2018-07-04,13.672785,18.041082,15.9411
2018-07-05,13.679386,18.097448,15.9529
2018-07-06,13.531207,17.896754,15.8261
2018-07-07,13.531207,17.896754,15.8261
2018-07-08,13.531207,17.896754,15.8261
2018-07-09,13.455582,17.892057,15.813
2018-07-10,13.406481,17.772015,15.762
2018-07-11,13.368295,17.728147,15.677
2018-07-12,13.553909,17.905759,15.8269
2018-07-13,13.313989,17.548413,15.5321
2018-07-14,13.313989,17.548413,15.5321
2018-07-15,13.313989,17.548413,15.5321
2018-07-16,13.259354,17.539472,15.4856
2018-07-17,13.211376,17.487226,15.4692
2018-07-18,13.278898,17.402047,15.4739
2018-07-19,13.266615,17.352089,15.4503
2018-07-20,13.539168,17.633143,15.7799
2018-07-21,13.539168,17.633143,15.7799
2018-07-22,13.539168,17.633143,15.7799
2018-07-23,13.392437,17.60963,15.7254
2018-07-24,13.457585,17.634805,15.7373
2018-07-25,13.277597,17.465331,15.5162
2018-07-26,13.104021,17.298133,15.3815
2018-07-27,13.242635,17.361108,15.4184
2018-07-28,13.242635,17.361108,15.4184
2018-07-29,13.242635,17.361108,15.4184
2018-07-30,13.184648,17.288911,15.3733
2018-07-31,13.155121,17.278918,15.4007
2018-08-01,13.240719,17.369992,15.4784
2018-08-02,13.205469,17.338773,15.4055
2018-08-03,13.444329,17.503764,15.5766
2018-08-04,13.444329,17.503764,15.5766
2018-08-05,13.444329,17.503764,15.5766
2018-08-06,13.336793,17.343381,15.42
2018-08-07,13.43139,17.386045,15.524
2018-08-08,13.318194,17.242915,15.4531
2018-08-09,13.401085,17.260122,15.56
2018-08-10,13.693509,17.56696,15.7804
2018-08-11,13.693509,17.56696,15.7804
2018-08-12,13.693509,17.56696,15.7804
2018-08-13,14.231768,18.160246,16.2171
2018-08-14,14.406384,18.39185,16.4276
2018-08-15,14.271197,18.152578,16.1921
2018-08-16,14.599348,18.535534,16.5615
2018-08-17,14.719814,18.71411,16.7379
2018-08-18,14.719814,18.71411,16.7379
2018-08-19,14.719814,18.71411,16.7379
2018-08-20,14.753978,18.809184,16.8756
2018-08-21,14.511357,18.581458,16.675
2018-08-22,14.392157,18.577099,16.6618
2018-08-23,14.171774,18.286924,16.418
2018-08-24,14.392792,18.439068,16.6136
2018-08-25,14.392792,18.439068,16.6136
2018-08-26,14.392792,18.439068,16.6136
2018-08-27,14.244742,18.321409,16.5937
2018-08-28,14.158764,18.261508,16.5431
2018-08-29,14.201009,18.274518,16.6024
2018-08-30,14.339453,18.694611,16.7915
2018-08-31,14.697814,19.124373,17.145
2018-09-01,14.697814,19.124373,17.145
2018-09-02,14.697814,19.124373,17.145
2018-09-03,14.717352,19.02351,17.0736
2018-09-04,14.848214,19.109363,17.2462
2018-09-05,15.325106,19.706137,17.7572
2018-09-06,15.401289,19.890554,17.9194
2018-09-07,15.315491,19.795996,17.7966
2018-09-08,15.315491,19.795996,17.7966
2018-09-09,15.315491,19.795996,17.7966
2018-09-10,15.253265,19.727374,17.6343
2018-09-11,15.200069,19.804494,17.626
2018-09-12,15.070714,19.616119,17.476
2018-09-13,14.938086,19.492258,17.3715
2018-09-14,14.773435,19.368805,17.2731
2018-09-15,14.773435,19.368805,17.2731
2018-09-16,14.773435,19.368805,17.2731
2018-09-17,14.93929,19.537674,17.3729
2018-09-18,14.967178,19.681316,17.4652
2018-09-19,14.862757,19.573458,17.3597
2018-09-20,14.647537,19.249212,17.101
2018-09-21,14.307405,18.988392,16.8484
2018-09-22,14.307405,18.988392,16.8484
2018-09-23,14.307405,18.988392,16.8484
2018-09-24,14.345417,18.767869,16.8573
2018-09-25,14.361099,18.837723,16.8786
2018-09-26,14.335629,18.898353,16.863
2018-09-27,14.131075,18.614867,16.6026
2018-09-28,14.108705,18.447528,16.4183
2018-09-29,14.108705,18.447528,16.4183
2018-09-30,14.108705,18.447528,16.4183
2018-10-01,14.112452,18.401685,16.3775
2018-10-02,14.214027,18.541009,16.457
2018-10-03,14.353878,18.633105,16.5816
2018-10-04,14.638114,18.943054,16.7987
2018-10-05,14.841118,19.330544,17.094
2018-10-06,14.841118,19.330544,17.094
2018-10-07,14.841118,19.330544,17.094
2018-10-08,14.823136,19.46075,17.0807
2018-10-09,14.844267,19.435015,17.062
2018-10-10,14.559833,19.160567,16.754
2018-10-11,14.762768,19.496049,17.0259
2018-10-12,14.583693,19.301701,16.9025
2018-10-13,14.583693,19.301701,16.9025
2018-10-14,14.583693,19.301701,16.9025
2018-10-15,14.53095,19.041066,16.7847
2018-10-16,14.33152,18.853152,16.6002
2018-10-17,14.175292,18.694201,16.4079
2018-10-18,14.251804,18.672818,16.391
2018-10-19,14.426178,18.793225,16.5324
2018-10-20,14.426178,18.793225,16.5324
2018-10-21,14.426178,18.793225,16.5324
2018-10-22,14.413416,18.833333,16.5884
2018-10-23,14.316882,18.568876,16.4186
2018-10-24,14.219036,18.46045,16.3135
2018-10-25,14.556803,18.76009,16.5933
2018-10-26,14.6016,18.730214,16.6137
2018-10-27,14.6016,18.730214,16.6137
2018-10-28,14.6016,18.730214,16.6137
2018-10-29,14.558558,18.679986,16.5953
2018-10-30,14.694357,18.811951,16.7163
2018-10-31,14.60594,18.565875,16.5719
2018-11-01,14.766104,18.856691,16.7108
2018-11-02,14.413926,18.743528,16.4362
2018-11-03,14.413926,18.743528,16.4362
2018-11-04,14.413926,18.743528,16.4362
2018-11-05,14.266538,18.55643,16.261
2018-11-06,14.138789,18.471383,16.1366
2018-11-07,14.10438,18.49593,16.134
2018-11-08,13.924261,18.281089,15.921
2018-11-09,14.115412,18.444138,16.0464
2018-11-10,14.115412,18.444138,16.0464
2018-11-11,14.115412,18.444138,16.0464
2018-11-12,14.339073,18.554616,16.239
2018-11-13,14.435235,18.573998,16.2151
2018-11-14,14.428167,18.777701,16.3197
2018-11-15,14.356612,18.645465,16.2402
2018-11-16,14.193996,18.122548,16.0747
2018-11-17,14.193996,18.122548,16.0747
2018-11-18,14.193996,18.122548,16.0747
2018-11-19,13.975293,17.935012,15.9514
2018-11-20,14.014404,18.019419,16.0535
2018-11-21,14.102181,18.035313,16.037
2018-11-22,13.9366,17.808573,15.871
2018-11-23,13.745506,17.700734,15.674
2018-11-24,13.745506,17.700734,15.674
2018-11-25,13.745506,17.700734,15.674
2018-11-26,13.844491,17.741042,15.6955
2018-11-27,13.914409,17.830393,15.7692
2018-11-28,13.920701,17.742809,15.729
2018-11-29,13.776937,17.668359,15.663
2018-11-30,13.659264,17.463809,15.562
2018-12-01,13.659264,17.463809,15.562
2018-12-02,13.659264,17.463809,15.562
2018-12-03,13.723241,17.50045,15.5649
2018-12-04,13.6893,17.422327,15.5442
2018-12-05,13.82271,17.58338,15.6791
2018-12-06,13.83417,17.609242,15.7004
2018-12-07,14.043868,17.947309,15.9749
2018-12-08,14.043868,17.947309,15.9749
2018-12-09,14.043868,17.947309,15.9749
2018-12-10,14.178669,18.03738,16.1651
2018-12-11,14.360747,18.043478,16.3095
2018-12-12,14.319085,17.889772,16.2135
2018-12-13,14.102787,17.809349,16.0391
2018-12-14,14.180746,17.949432,16.115
2018-12-15,14.180746,17.949432,16.115
2018-12-16,14.180746,17.949432,16.115
2018-12-17,14.378649,18.098976,16.2565
2018-12-18,14.379736,18.144525,16.321
2018-12-19,14.332571,18.138963,16.3033
2018-12-20,14.367867,18.147039,16.365
2018-12-21,14.378459,18.218757,16.4734
2018-12-22,14.378459,18.218757,16.4734
2018-12-23,14.378459,18.218757,16.4734
2018-12-24,14.613822,18.487542,16.6203
2018-12-25,14.504647,18.448695,16.5411
2018-12-26,14.606079,18.537298,16.6743
2018-12-27,14.505853,18.347918,16.4801
2018-12-28,14.497507,18.333997,16.5721
2018-12-29,14.497507,18.333997,16.5721
2018-12-30,14.497507,18.333997,16.5721
2018-12-31,14.421591,18.305004,16.4983
2019-01-01,14.312277,18.23019,16.4491
2019-01-02,14.385884,18.351809,16.4891
2019-01-03,14.577576,18.250996,16.4989
2019-01-04,14.316127,18.081273,16.3075
2019-01-05,14.316127,18.081273,16.3075
2019-01-06,14.316127,18.081273,16.3075
2019-01-07,13.990096,17.817502,15.9627
2019-01-08,13.870645,17.736133,15.9235
2019-01-09,13.95522,17.777271,15.9871
2019-01-10,13.85331,17.734877,16.0075
2019-01-11,13.850565,17.67014,15.942
2019-01-12,13.850565,17.67014,15.942
2019-01-13,13.850565,17.67014,15.942
2019-01-14,13.862304,17.813635,15.8862
2019-01-15,13.778698,17.744191,15.8083
2019-01-16,13.72865,17.678773,15.674
2019-01-17,13.684506,17.63437,15.5976
2019-01-18,13.714298,17.812016,15.6247
2019-01-19,13.714298,17.812016,15.6247
2019-01-20,13.714298,17.812016,15.6247
2019-01-21,13.822893,17.766708,15.7111
2019-01-22,13.818454,17.814038,15.7102
2019-01-23,13.966033,18.096921,15.871
2019-01-24,13.81542,18.077674,15.733
2019-01-25,13.709891,17.990952,15.51
2019-01-26,13.709891,17.990952,15.51
2019-01-27,13.709891,17.990952,15.51
2019-01-28,13.603698,17.971872,15.5259
2019-01-29,13.657043,17.973518,15.61
2019-01-30,13.612068,17.801235,15.5654
2019-01-31,13.332173,17.496002,15.316
2019-02-01,13.250917,17.375515,15.1723
2019-02-02,13.250917,17.375515,15.1723
2019-02-03,13.250917,17.375515,15.1723
2019-02-04,13.320122,17.420025,15.2582
2019-02-05,13.415268,17.481427,15.3417
2019-02-06,13.371604,17.327655,15.257
2019-02-07,13.526219,17.498179,15.3739
2019-02-08,13.611871,17.627341,15.4345
2019-02-09,13.611871,17.627341,15.4345
2019-02-10,13.611871,17.627341,15.4345
2019-02-11,13.616832,17.616474,15.4197
2019-02-12,13.78952,17.738595,15.5532
2019-02-13,13.754036,17.734274,15.5902
2019-02-14,14.044385,18.05638,15.821
2019-02-15,14.120142,18.072181,15.9487
2019-02-16,14.120142,18.072181,15.9487
2019-02-17,14.120142,18.072181,15.9487
2019-02-18,14.076651,18.173694,15.9038
2019-02-19,14.101574,18.226348,15.9517
2019-02-20,14.033853,18.335176,15.9186
2019-02-21,14.015336,18.284236,15.9018
2019-02-22,14.013929,18.281771,15.896
2019-02-23,14.013929,18.281771,15.896
2019-02-24,14.013929,18.281771,15.896
2019-02-25,13.953183,18.232373,15.8257
2019-02-26,13.821253,18.149474,15.712
2019-02-27,13.826911,18.332364,15.753
2019-02-28,13.92645,18.54904,15.8483
2019-03-01,14.06744,18.659785,15.9989
2019-03-02,14.06744,18.659785,15.9989
2019-03-03,14.06744,18.659785,15.9989
2019-03-04,14.18372,18.779562,16.1354
2019-03-05,14.196436,18.710184,16.0945
2019-03-06,14.164146,18.637728,16.0154
2019-03-07,14.265512,18.804614,16.14
2019-03-08,14.500447,18.982464,16.2376
2019-03-09,14.500447,18.982464,16.2376
2019-03-10,14.500447,18.982464,16.2376
2019-03-11,14.418358,18.726526,16.1947
2019-03-12,14.30056,18.942353,16.101
2019-03-13,14.348454,18.746498,16.1951
2019-03-14,14.418851,19.158068,16.338
2019-03-15,14.519809,19.250791,16.419
2019-03-16,14.519809,19.250791,16.419
2019-03-17,14.519809,19.250791,16.419
2019-03-18,14.430919,19.191494,16.3358
2019-03-19,14.427841,19.135837,16.3554
2019-03-20,14.499692,19.245354,16.4644
2019-03-21,14.231712,18.793621,16.264
2019-03-22,14.207385,18.655085,16.1609
2019-03-23,14.207385,18.655085,16.1609
2019-03-24,14.207385,18.655085,16.1609
2019-03-25,14.475212,19.117503,16.3512
2019-03-26,14.308501,18.910885,16.1915
2019-03-27,14.415078,19.047228,16.253
2019-03-28,14.605137,19.211714,16.4337
2019-03-29,14.594835,19.053708,16.39
2019-03-30,14.594835,19.053708,16.39
2019-03-31,14.594835,19.053708,16.39
2019-04-01,14.33366,18.66802,16.0881
2019-04-02,14.18383,18.537905,15.8944
2019-04-03,14.209747,18.655496,15.9206
2019-04-04,14.125722,18.616358,15.8872
2019-04-05,14.104668,18.447979,15.8339
2019-04-06,14.104668,18.447979,15.8339
2019-04-07,14.104668,18.447979,15.8339
2019-04-08,14.092959,18.375712,15.8123
2019-04-09,14.117093,18.440525,15.8902
2019-04-10,14.07766,18.383519,15.8613
2019-04-11,13.902988,18.213755,15.6784
2019-04-12,14.006216,18.288961,15.7724
2019-04-13,14.006216,18.288961,15.7724
2019-04-14,14.006216,18.288961,15.7724
2019-04-15,13.962052,18.270749,15.7841
2019-04-16,14.045997,18.404033,15.879
2019-04-17,14.025698,18.302498,15.828
2019-04-18,13.968664,18.215861,15.7804
2019-04-19,14.044322,18.251446,15.7802
2019-04-20,14.044322,18.251446,15.7802
2019-04-21,14.044322,18.251446,15.7802
2019-04-22,14.073099,18.286573,15.8252
2019-04-23,14.155609,18.37634,15.9378
2019-04-24,14.261493,18.451988,16.0071
2019-04-25,14.443109,18.639667,16.1084
2019-04-26,14.414744,18.589277,16.0537
2019-04-27,14.414744,18.589277,16.0537
2019-04-28,14.414744,18.589277,16.0537
2019-04-29,14.356323,18.548436,16.0073
2019-04-30,14.316138,18.515957,16.0126
2019-05-01,14.294133,18.644377,16.0323
2019-05-02,14.444692,18.859424,16.1795
2019-05-03,14.519331,18.92883,16.2239
2019-05-04,14.519331,18.92883,16.2239
2019-05-05,14.519331,18.92883,16.2239
2019-05-06,14.450116,19.005173,16.1639
2019-05-07,14.4584,18.943041,16.1963
2019-05-08,14.435707,18.868255,16.155
2019-05-09,14.367834,18.697385,16.0891
2019-05-10,14.335056,18.655688,16.0868
2019-05-11,14.335056,18.655688,16.0868
2019-05-12,14.335056,18.655688,16.0868
2019-05-13,14.202118,18.473605,15.9575
2019-05-14,14.326004,18.573869,16.0924
2019-05-15,14.24875,18.389932,15.9643
2019-05-16,14.209869,18.256334,15.925
2019-05-17,14.278504,18.27583,15.9548
2019-05-18,14.278504,18.27583,15.9548
2019-05-19,14.278504,18.27583,15.9548
2019-05-20,14.419257,18.359106,16.0991
2019-05-21,14.371654,18.296706,16.0517
2019-05-22,14.412318,18.326693,16.1
2019-05-23,14.365576,18.19346,16.0248
2019-05-24,14.484399,18.34122,16.2008
2019-05-25,14.484399,18.34122,16.2008
2019-05-26,14.484399,18.34122,16.2008
2019-05-27,14.416771,18.346237,16.1612
